sep_text pages_names subcategory content
*** "*page_ Edward_Downes" "*cat_ Joint_suicides" "    Although not terminally ill ,  Downes had been coping with increasing deafness and near total blindness for many years .  He had become almost totally dependent on his wife after his health declined following a hip replacement .  Lady Downes was diagnosed with terminal pancreatic cancer that had metastasised to her liver ,  and given only weeks to live . Lady Downes wrote a letter to family explaining that she had decided against treatment and that : Sir Edward ,  aged 85 ,  and Lady Downes ,  aged 74 ,  ended their lives by assisted suicide at the Dignitas clinic in Zürich ,  Switzerland ,  on 10 July 2009 . In March 2010 ,  director of public prosecutions Keir Starmer stated that Caractacus Downes would not be prosecuted for his involvement with his parents' assisted suicide because it was not in the public interest .  "
*** "*page_ Ananta_(king)" "*cat_ Suicides_in_India" "    Amanta had a son named Kalasha (or Kalsa) whom Queen Suryamati attempted to place on the throne in 1063 .  The king proved unwilling to accept this and their relationship suffered as a result ,  leading to a feud that continued for nearly twenty years .  One account states that Suryamati eventually persuaded her husband to abdicate in favour of their son .  "
*** "*page_ Ananta_(king)" "*cat_ Suicides_in_India" "    Amanta had a son named Kalasha (or Kalsa) whom Queen Suryamati attempted to place on the throne in 1063 .  The king proved unwilling to accept this and their relationship suffered as a result ,  leading to a feud that continued for nearly twenty years .  One account states that Suryamati eventually persuaded her husband to abdicate in favour of their son .  "
*** "*page_ Ananta_(king)" "*cat_ Suicides_in_India" "    Amanta had a son named Kalasha (or Kalsa) whom Queen Suryamati attempted to place on the throne in 1063 .  The king proved unwilling to accept this and their relationship suffered as a result ,  leading to a feud that continued for nearly twenty years .  One account states that Suryamati eventually persuaded her husband to abdicate in favour of their son .  "
*** "*page_ Fatma_Omar_An-Najar" "*cat_ Female_suicide_bombers" "    An-Najar blew herself up on 23 November 2006 ,  becoming the oldest out of the one hundred suicide bombers from the previous six years .  Her motivation was Israeli attacks on the nearby Jabalia Camp in the Gaza Strip .  "
*** "*page_ Diane_Arbus" "*cat_ Suicides_in_New_York_City" "    Arbus experienced """"depressive episodes"""" during her life ,  similar to those experienced by her mother ;  the episodes may have been made worse by symptoms of hepatitis .  "
*** "*page_ Diane_Arbus" "*cat_ Suicides_in_New_York_City" "    Arbus experienced """"depressive episodes"""" during her life ,  similar to those experienced by her mother ;  the episodes may have been made worse by symptoms of hepatitis .  "
*** "*page_ Diane_Arbus" "*cat_ Artists_who_committed_suicide" "    Arbus experienced """"depressive episodes"""" during her life ,  similar to those experienced by her mother ;  the episodes may have been made worse by symptoms of hepatitis .  "
*** "*page_ Alexis_Argüello" "*cat_ Politicians_who_committed_suicide" "    Argüello died on July 1 ,  2009 ,  after apparently shooting himself through the heart in Managua .  The national police confirmed the death shortly afterwards ,  and the death was ruled a suicide following the autopsy . Those close to Argüello affirmed that he was becoming progressively disenchanted with the Orteguistas and the Sandinista government ,  and was planning an imminent departure from the Sandinista political party .  "
*** "*page_ Brian_Christopher" "*cat_ People_who_committed_suicide_in_prison_custody" "    Around 1 a . m .  EST on July 7 ,  2018 ,  Lawler was again jailed for driving under the influence ,  and for evading police .  "
*** "*page_ Homa_Darabi" "*cat_ Suicides_in_Iran" "    As a sign of protest ,  Darabi immolated herself by pouring petrol over her head on 21 February 1994 ,  after she had took her hijab off in a public thoroughfare near Tajrish . She died of the burns in a hospital the next day .  "
*** "*page_ Homa_Darabi" "*cat_ Suicides_in_Iran" "    As a sign of protest ,  Darabi immolated herself by pouring petrol over her head on 21 February 1994 ,  after she had took her hijab off in a public thoroughfare near Tajrish . She died of the burns in a hospital the next day .  "
*** "*page_ Homa_Darabi" "*cat_ Suicides_by_self-immolation" "    As a sign of protest ,  Darabi immolated herself by pouring petrol over her head on 21 February 1994 ,  after she had took her hijab off in a public thoroughfare near Tajrish . She died of the burns in a hospital the next day .  "
*** "*page_ Homa_Darabi" "*cat_ Suicides_by_self-immolation" "    As a sign of protest ,  Darabi immolated herself by pouring petrol over her head on 21 February 1994 ,  after she had took her hijab off in a public thoroughfare near Tajrish . She died of the burns in a hospital the next day .  "
*** "*page_ Ajax_the_Great" "*cat_ Suicides_in_Greek_mythology" "    As the Iliad comes to a close ,  Ajax and the majority of other Greek warriors are alive and well .  When Achilles dies ,  killed by Paris (with help from Apollo) ,  Ajax and Odysseus are the heroes who fight against the Trojans to get the body and bury it with his companion ,  Patroclus . In Sophocles' play Ajax ,  a famous retelling of Ajax's demise ,  after the armor is awarded to Odysseus ,  Ajax feels so insulted that he wants to kill Agamemnon and Menelaus .  Athena intervenes and clouds his mind and vision ,  and he goes to a flock of sheep and slaughters them ,  imagining they are the Achaean leaders ,  including Odysseus and Agamemnon .  When he comes to his senses ,  covered in blood ,  he realizes that what he has done has diminished his honor ,  and decides that he prefers to kill himself rather than live in shame .  He does so with the same sword which Hector gave him when they exchanged presents . Ajax's half-brother Teucer stood trial before his father for not bringing Ajax's body or famous weapons back .  Teucer was acquitted for responsibility but found guilty of negligence .  He was disowned by his father and was not allowed to return to his home ,  the island of Salamis off the coast of Athens . Homer is somewhat vague about the precise manner of Ajax's death but does ascribe it to his loss in the dispute over Achilles' armor ;  when Odysseus visits Hades ,  he begs the soul of Ajax to speak to him ,  but Ajax ,  still resentful over the old quarrel ,  refuses and descends silently back into Erebus . Like Achilles ,  he is represented (although not by Homer) as living after his death on the island of Leuke at the mouth of the Danube .  Pausanias also relates that a gigantic skeleton ,  its kneecap 5 inches (13cm) in diameter ,  appeared on the beach near Sigeion ,  on the Trojan coast ;  these bones were identified as those of Ajax . The suicide of Ajax .  Etrurian red-figured calyx-krater ,  c .  400–350 BC . A Black-figure Amphora with Ajax Carrying the Dead Achilles .  Walters Art Museum ,  Baltimore . Achilles and Ajax play a game of dice on this early 5th-century BC lekythos ,  a type of oil-storing vessel associated with funeral ritesA Kylix with a depiction of the suicide of Ajax .  "
*** "*page_ Asim_Butt_(artist)" "*cat_ Artists_who_committed_suicide" "    Asim Butt died on 15 January 2010 ,  a news report stating that he had committed suicide by hanging himself in his residence .  "
*** "*page_ Ronnie_Shelton" "*cat_ People_who_committed_suicide_in_prison_custody" "    At 4 : 30 pm on 25 September 2018 ,  six days before his 57th birthday ,  Shelton jumped from the top of a prison building ,  suffering a skull fracture upon impact with the concrete below .  He was pronounced dead at 8 : 15 pm at nearby MetroHealth Medical Center .  Investigators did not immediately "
*** "*page_ Ulf_Olsson" "*cat_ People_who_committed_suicide_in_prison_custody" "    At 5 : 00 am CET on 10 January 2010 Ulf Olsson published a post on his blog where he stated """"the best thing for me is simply to be allowed to die ,  rather than to sit here as a living dead"""" (Swedish :  det bästa för mig är helt enkelt att bara få dö ,  än att sitta här som en levande död) .  "
